GioiTinh,KhuVucSinhSong,HocVanChaMe,HoanCanhGiaDinh,HocLucNamTruoc,TiLeChuyenCan,GioTuHocMoiTuan,ThamGiaHocThem,OnThiTruoc,ThoiGianMangXaHoi,KetQua
Nam,Thành thị,Đại học,Trung bình,Trung bình,77.2,2.6,Không,Không ôn thi,2.0,Trượt
Nữ,Nông thôn,Thạc sĩ,Khá giả,Khá,80.6,0.0,Không,Đã ôn thi,4.5,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,69.7,0.0,Không,Đã ôn thi,4.6,Trượt
Nam,Thành thị,Đại học,Trung bình,Giỏi,61.4,6.5,Không,Không ôn thi,4.8,Đỗ
Nam,Nông thôn,Thạc sĩ,Khó khăn,Khá,87.6,10.1,Có,Không ôn thi,0.1,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Khá,83.9,5.4,Không,Đã ôn thi,3.5,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khó khăn,Trung bình,71.0,5.7,Không,Đã ôn thi,5.2,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Khá giả,Trung bình,93.6,9.4,Có,Không ôn thi,4.9,Đỗ
Nữ,Thành thị,Đại học,Khó khăn,Khá,100.0,8.5,Có,Đã ôn thi,3.9,Đỗ
Nữ,Thành thị,Cao đẳng,Trung bình,Khá,91.9,3.6,Không,Đã ôn thi,7.9,Đỗ
Nữ,Thành thị,Chưa tốt nghiệp THPT,Khó khăn,Khá,72.1,6.0,Không,Đã ôn thi,4.1,Trượt
Nam,Nông thôn,Đại học,Trung bình,Trung bình,100.0,2.8,Có,Không ôn thi,3.7,Trượt
Nam,Thành thị,Đại học,Trung bình,Giỏi,82.0,13.3,Không,Đã ôn thi,4.7,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Khá giả,Trung bình,83.1,17.0,Không,Không ôn thi,1.7,Đỗ
Nữ,Nông thôn,Đại học,Khó khăn,Trung bình,79.8,14.5,Có,Đã ôn thi,4.7,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Khá,75.9,5.0,Không,Đã ôn thi,5.5,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Khá giả,Yếu,81.4,11.2,Không,Không ôn thi,2.7,Trượt
Nữ,Nông thôn,Cao đẳng,Trung bình,Khá,70.4,3.4,Không,Không ôn thi,1.1,Trượt
Nam,Nông thôn,Đại học,Trung bình,Trung bình,85.9,16.2,Không,Đã ôn thi,1.2,Đỗ
Nữ,Nông thôn,Chưa tốt nghiệp THPT,Trung bình,Giỏi,82.0,7.0,Có,Đã ôn thi,5.7,Đỗ
Nữ,Thành thị,Cao đẳng,Trung bình,Trung bình,100.0,7.2,Có,Không ôn thi,0.0,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Giỏi,100.0,3.0,Có,Đã ôn thi,3.5,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Khá,96.7,13.7,Không,Đã ôn thi,4.8,Đỗ
Nữ,Nông thôn,Thạc sĩ,Khá giả,Yếu,69.1,17.8,Không,Đã ôn thi,4.3,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,100.0,8.7,Không,Đã ôn thi,1.1,Đỗ
Nam,Nông thôn,Chưa tốt nghiệp THPT,Trung bình,Giỏi,95.3,3.2,Không,Đã ôn thi,5.8,Đỗ
Nữ,Nông thôn,Cao đẳng,Khá giả,Giỏi,90.4,21.0,Có,Không ôn thi,2.3,Đỗ
Nữ,Thành thị,Cao đẳng,Trung bình,Trung bình,96.6,9.1,Không,Đã ôn thi,2.2,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Giỏi,100.0,13.8,Có,Đã ôn thi,2.9,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Khá,78.1,5.9,Có,Không ôn thi,5.5,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,82.2,23.7,Có,Không ôn thi,4.4,Đỗ
Nữ,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Khá,67.8,6.6,Có,Không ôn thi,2.7,Trượt
Nữ,Nông thôn,Tốt nghiệp THPT,Khó khăn,Trung bình,90.3,9.7,Không,Không ôn thi,3.5,Trượt
Nam,Nông thôn,Đại học,Trung bình,Trung bình,68.9,20.6,Không,Đã ôn thi,3.4,Đỗ
Nam,Thành thị,Cao đẳng,Khó khăn,Trung bình,74.7,5.8,Không,Đã ôn thi,3.8,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Khó khăn,Trung bình,82.8,3.2,Không,Không ôn thi,0.9,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Khá giả,Khá,98.1,11.5,Không,Đã ôn thi,5.8,Đỗ
Nam,Nông thôn,Thạc sĩ,Khó khăn,Trung bình,85.9,11.0,Không,Đã ôn thi,3.7,Đỗ
Nam,Thành thị,Cao đẳng,Trung bình,Trung bình,79.1,6.4,Có,Đã ôn thi,0.0,Đỗ
Nam,Thành thị,Cao đẳng,Khó khăn,Yếu,85.9,16.3,Có,Đã ôn thi,4.5,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Khá giả,Giỏi,84.6,18.8,Có,Đã ôn thi,4.7,Đỗ
Nữ,Thành thị,Cao đẳng,Trung bình,Khá,96.7,10.4,Có,Không ôn thi,4.4,Đỗ
Nam,Thành thị,Đại học,Trung bình,Khá,83.0,17.8,Không,Đã ôn thi,1.4,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Yếu,80.4,8.4,Không,Đã ôn thi,0.7,Đỗ
Nam,Thành thị,Chưa tốt nghiệp THPT,Khó khăn,Giỏi,62.1,0.3,Không,Đã ôn thi,3.9,Trượt
Nam,Nông thôn,Đại học,Khá giả,Yếu,100.0,6.9,Không,Không ôn thi,1.7,Trượt
Nữ,Nông thôn,Chưa tốt nghiệp THPT,Trung bình,Giỏi,86.3,15.0,Có,Đã ôn thi,2.9,Đỗ
Nam,Thành thị,Đại học,Trung bình,Trung bình,89.4,7.3,Có,Đã ôn thi,6.6,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Khó khăn,Trung bình,77.3,17.7,Không,Đã ôn thi,4.0,Trượt
Nữ,Nông thôn,Thạc sĩ,Khó khăn,Trung bình,93.3,4.4,Có,Đã ôn thi,3.2,Đỗ
Nữ,Nông thôn,Đại học,Trung bình,Trung bình,72.0,14.0,Không,Không ôn thi,4.8,Trượt
Nữ,Nông thôn,Chưa tốt nghiệp THPT,Trung bình,Khá,73.9,4.5,Không,Đã ôn thi,3.8,Trượt
Nam,Nông thôn,Thạc sĩ,Trung bình,Khá,86.2,2.8,Có,Không ôn thi,0.7,Đỗ
Nữ,Thành thị,Cao đẳng,Trung bình,Giỏi,64.6,18.4,Có,Đã ôn thi,2.7,Đỗ
Nữ,Nông thôn,Cao đẳng,Trung bình,Khá,70.3,7.4,Không,Không ôn thi,1.9,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Khá giả,Trung bình,65.9,3.0,Có,Không ôn thi,0.9,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Khá giả,Giỏi,85.4,12.2,Không,Không ôn thi,6.0,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khó khăn,Yếu,88.6,16.4,Có,Đã ôn thi,4.1,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Khó khăn,Giỏi,66.8,11.0,Không,Không ôn thi,2.8,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,86.1,12.0,Có,Đã ôn thi,6.1,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,80.6,13.0,Không,Đã ôn thi,1.6,Đỗ
Nữ,Thành thị,Thạc sĩ,Trung bình,Trung bình,80.9,11.0,Có,Đã ôn thi,5.8,Trượt
Nữ,Thành thị,Đại học,Trung bình,Giỏi,91.3,14.6,Không,Không ôn thi,6.4,Đỗ
Nam,Thành thị,Thạc sĩ,Trung bình,Trung bình,80.2,16.9,Có,Đã ôn thi,4.5,Đỗ
Nam,Thành thị,Đại học,Trung bình,Khá,67.8,8.4,Không,Đã ôn thi,7.4,Đỗ
Nữ,Nông thôn,Cao đẳng,Khá giả,Giỏi,100.0,4.1,Có,Đã ôn thi,4.1,Đỗ
Nữ,Nông thôn,Cao đẳng,Trung bình,Yếu,90.7,8.8,Không,Đã ôn thi,2.2,Trượt
Nữ,Nông thôn,Cao đẳng,Khá giả,Giỏi,85.4,17.0,Có,Đã ôn thi,2.6,Đỗ
Nữ,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Giỏi,90.1,0.0,Có,Đã ôn thi,5.1,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Trung bình,100.0,8.8,Không,Không ôn thi,5.2,Trượt
Nữ,Thành thị,Đại học,Khá giả,Khá,94.0,9.3,Không,Đã ôn thi,5.8,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khá giả,Khá,93.2,9.0,Có,Đã ôn thi,4.2,Đỗ
Nam,Thành thị,Đại học,Trung bình,Khá,81.7,8.7,Có,Không ôn thi,4.0,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khó khăn,Khá,100.0,10.4,Không,Đã ôn thi,4.6,Đỗ
Nữ,Nông thôn,Thạc sĩ,Khá giả,Trung bình,83.7,10.6,Không,Đã ôn thi,4.5,Đỗ
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Trung bình,80.4,8.7,Có,Đã ôn thi,4.6,Trượt
Nữ,Thành thị,Thạc sĩ,Trung bình,Khá,97.3,8.9,Không,Không ôn thi,2.2,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Khó khăn,Khá,84.4,12.3,Có,Đã ôn thi,2.8,Đỗ
Nam,Nông thôn,Đại học,Khá giả,Khá,65.4,15.3,Không,Không ôn thi,3.6,Đỗ
Nữ,Nông thôn,Đại học,Khá giả,Giỏi,97.0,19.8,Không,Đã ôn thi,1.7,Đỗ
Nữ,Nông thôn,Đại học,Khó khăn,Yếu,66.8,7.3,Không,Không ôn thi,3.5,Trượt
Nữ,Nông thôn,Chưa tốt nghiệp THPT,Trung bình,Khá,80.3,8.9,Không,Không ôn thi,2.4,Đỗ
Nam,Nông thôn,Chưa tốt nghiệp THPT,Trung bình,Giỏi,76.3,7.4,Không,Đã ôn thi,3.2,Đỗ
Nữ,Thành thị,Đại học,Khá giả,Khá,93.8,11.7,Không,Đã ôn thi,7.0,Đỗ
Nữ,Nông thôn,Cao đẳng,Khó khăn,Trung bình,72.7,4.2,Không,Đã ôn thi,2.9,Trượt
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Giỏi,67.2,8.1,Không,Đã ôn thi,5.1,Đỗ
Nam,Thành thị,Chưa tốt nghiệp THPT,Khá giả,Trung bình,87.5,4.1,Không,Đã ôn thi,2.6,Trượt
Nữ,Thành thị,Chưa tốt nghiệp THPT,Khá giả,Khá,85.7,18.7,Có,Không ôn thi,3.2,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,89.2,4.8,Có,Đã ôn thi,1.5,Trượt
Nữ,Thành thị,Đại học,Trung bình,Trung bình,62.1,8.8,Có,Đã ôn thi,1.8,Trượt
Nữ,Thành thị,Đại học,Khó khăn,Yếu,100.0,9.7,Có,Đã ôn thi,2.7,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,100.0,7.9,Không,Đã ôn thi,3.2,Đỗ
Nữ,Nông thôn,Chưa tốt nghiệp THPT,Khó khăn,Giỏi,70.9,8.8,Không,Đã ôn thi,3.6,Đỗ
Nữ,Nông thôn,Đại học,Trung bình,Yếu,76.6,6.9,Có,Không ôn thi,4.3,Trượt
Nữ,Nông thôn,Đại học,Trung bình,Khá,81.1,1.8,Có,Đã ôn thi,2.2,Đỗ
Nữ,Thành thị,Cao đẳng,Khá giả,Yếu,68.2,2.5,Có,Đã ôn thi,6.9,Trượt
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,98.5,19.4,Có,Đã ôn thi,3.7,Đỗ
Nam,Thành thị,Thạc sĩ,Trung bình,Giỏi,74.3,10.5,Có,Không ôn thi,2.4,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,73.0,0.0,Có,Đã ôn thi,4.1,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Yếu,90.1,6.2,Không,Đã ôn thi,2.2,Trượt
Nữ,Nông thôn,Tốt nghiệp THPT,Khó khăn,Yếu,100.0,0.6,Không,Không ôn thi,0.9,Trượt
Nam,Nông thôn,Đại học,Khá giả,Trung bình,99.2,10.0,Có,Đã ôn thi,2.0,Đỗ
Nam,Thành thị,Đại học,Trung bình,Giỏi,79.9,11.8,Không,Không ôn thi,3.1,Đỗ
Nam,Nông thôn,Cao đẳng,Trung bình,Khá,60.4,13.4,Có,Đã ôn thi,2.8,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,90.2,5.8,Có,Không ôn thi,1.1,Đỗ
Nam,Nông thôn,Cao đẳng,Trung bình,Trung bình,83.1,9.0,Không,Không ôn thi,5.6,Trượt
Nữ,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Trung bình,61.0,21.6,Không,Đã ôn thi,2.6,Trượt
Nam,Thành thị,Cao đẳng,Trung bình,Giỏi,90.4,8.5,Có,Đã ôn thi,2.3,Đỗ
Nữ,Nông thôn,Đại học,Khá giả,Yếu,74.4,8.6,Có,Không ôn thi,3.4,Trượt
Nam,Thành thị,Đại học,Trung bình,Giỏi,66.2,4.8,Có,Đã ôn thi,5.1,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,100.0,22.2,Không,Đã ôn thi,7.5,Đỗ
Nam,Thành thị,Đại học,Khó khăn,Giỏi,82.3,15.4,Không,Đã ôn thi,4.8,Đỗ
Nam,Nông thôn,Chưa tốt nghiệp THPT,Khá giả,Yếu,71.8,5.8,Có,Đã ôn thi,0.0,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Khá,90.7,3.1,Không,Đã ôn thi,3.4,Trượt
Nam,Thành thị,Đại học,Khó khăn,Trung bình,77.6,9.3,Có,Không ôn thi,0.5,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Giỏi,92.5,4.7,Không,Đã ôn thi,2.5,Đỗ
Nữ,Thành thị,Đại học,Khó khăn,Khá,98.5,10.0,Không,Không ôn thi,0.0,Đỗ
Nam,Nông thôn,Thạc sĩ,Trung bình,Giỏi,66.9,7.0,Có,Không ôn thi,0.0,Đỗ
Nam,Thành thị,Chưa tốt nghiệp THPT,Khó khăn,Khá,70.3,9.1,Có,Đã ôn thi,3.4,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,90.3,10.7,Có,Không ôn thi,5.9,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,80.1,6.7,Không,Đã ôn thi,5.3,Trượt
Nam,Thành thị,Đại học,Khá giả,Khá,84.3,14.0,Không,Không ôn thi,4.5,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khó khăn,Khá,75.8,2.0,Không,Đã ôn thi,2.8,Trượt
Nữ,Nông thôn,Cao đẳng,Khá giả,Trung bình,100.0,10.7,Không,Đã ôn thi,4.0,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Khá giả,Trung bình,85.4,4.0,Có,Đã ôn thi,2.5,Đỗ
Nữ,Nông thôn,Đại học,Khó khăn,Yếu,73.9,24.0,Không,Không ôn thi,2.7,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Khó khăn,Giỏi,100.0,14.2,Không,Đã ôn thi,4.1,Đỗ
Nữ,Nông thôn,Đại học,Trung bình,Khá,75.9,8.4,Có,Đã ôn thi,2.9,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,90.0,12.2,Không,Không ôn thi,4.6,Đỗ
Nam,Thành thị,Đại học,Trung bình,Giỏi,97.2,22.0,Không,Không ôn thi,2.5,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Yếu,82.9,13.7,Không,Không ôn thi,4.0,Trượt
Nữ,Thành thị,Đại học,Khó khăn,Yếu,89.8,7.0,Không,Đã ôn thi,3.8,Trượt
Nữ,Thành thị,Thạc sĩ,Trung bình,Khá,85.4,12.5,Không,Không ôn thi,4.9,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,90.0,8.0,Có,Không ôn thi,1.5,Đỗ
Nữ,Thành thị,Cao đẳng,Khá giả,Giỏi,85.6,7.8,Có,Đã ôn thi,2.2,Đỗ
Nam,Nông thôn,Đại học,Khó khăn,Yếu,86.0,3.7,Không,Đã ôn thi,4.1,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Khá giả,Khá,95.0,8.3,Có,Đã ôn thi,6.5,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Trung bình,72.6,22.3,Không,Đã ôn thi,2.0,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Khá giả,Trung bình,80.7,13.3,Không,Không ôn thi,4.3,Trượt
Nam,Nông thôn,Đại học,Trung bình,Giỏi,96.6,13.9,Không,Không ôn thi,3.5,Đỗ
Nam,Thành thị,Cao đẳng,Trung bình,Giỏi,79.0,13.6,Không,Không ôn thi,3.7,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khó khăn,Khá,92.7,2.6,Không,Đã ôn thi,5.7,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Giỏi,90.3,4.5,Có,Đã ôn thi,4.8,Đỗ
Nam,Nông thôn,Chưa tốt nghiệp THPT,Trung bình,Yếu,100.0,4.7,Không,Không ôn thi,3.1,Trượt
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Trung bình,100.0,14.8,Có,Đã ôn thi,5.8,Đỗ
Nữ,Thành thị,Cao đẳng,Khó khăn,Trung bình,81.6,9.6,Có,Đã ôn thi,2.8,Đỗ
Nam,Thành thị,Đại học,Khó khăn,Trung bình,68.1,12.5,Có,Không ôn thi,3.0,Đỗ
Nữ,Thành thị,Thạc sĩ,Trung bình,Giỏi,98.4,23.3,Có,Không ôn thi,3.7,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Yếu,86.7,15.4,Có,Đã ôn thi,3.9,Trượt
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,76.6,9.5,Có,Đã ôn thi,4.9,Đỗ
Nữ,Nông thôn,Đại học,Trung bình,Khá,89.4,11.1,Không,Không ôn thi,4.6,Đỗ
Nữ,Nông thôn,Cao đẳng,Trung bình,Giỏi,84.7,7.8,Không,Đã ôn thi,2.7,Đỗ
Nam,Nông thôn,Thạc sĩ,Khó khăn,Giỏi,71.4,3.9,Không,Không ôn thi,4.2,Đỗ
Nữ,Nông thôn,Đại học,Trung bình,Khá,66.9,15.8,Có,Không ôn thi,6.9,Trượt
